Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Last_Year_Actual_Work_Time_Remotely,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_Year_Preferred_Work_Time_Remotely,Last_3Months_Actual_Work_Time_Remotely,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_3Months_Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Best_Aspects,Worst_Aspects
35,1980,Female,Retail Trade,"Clerical and administrative  - General Clerical ",More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Strongly agree,5,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time"," 90%",Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 60%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,0.5,8,3,5,0,8,4,4,I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My work-life balance,My on-the-job learning opportunities
36,1991,Female,"Rental, Hiring and Real Estate Services",Clerical and administrative  - Personal Assistants and Secretaries,More than 200,5,No,Single person,1,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 1% - 9% - Less than 10% of my time"," 20%",Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 20%"," 10%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,1.5,9,4,1,0.5,9,5,1,Feeling left out and/or isolated,Poor management,Managing my personal commitments,My opportunities to socialise
37,1973,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 40%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4," 20%"," 50% - I spent about half of my time remote working",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Somewhat agree,4,Strongly agree,5,More Productive By 30 %,1,10,2,2,0,12,2,3,Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",My daily expenses,The number of hours  I work
38,1971,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Single person,1,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 20%"," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time," 10%",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,More Productive By 30 %,1,12,2,3,0.5,12,3,3,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",My work-life balance,My opportunities to socialise
39,1996,Male,"Professional, Scientific and Technical Services","Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Single person,1,Between 6 and 12 months,1,Metro," 60%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 30%"," 60%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 70%"," 40%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Less Productive By 20 %,3,8,4,1,1,9,5,1,Poor management,"My living situation (e.g. location, home size, who I live with)",My mental wellbeing,Managing my family responsibilities
40,1975,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 20%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 30%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 50% - About half of my time"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,1,8,4,2,0.2,9,4,2,"My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)",My work-life balance,My working relationships
41,1996,Female,Arts and Recreation Services,Professionals - Arts and Media Professionals,Between 20 and 199,4,Yes,Single person,1,Between 6 and 12 months,1,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely"," 20%",Somewhat disagree,2,Somewhat disagree,2,Strongly disagree,1,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2," 10%"," 20%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Less Productive By 20 %,2,10,2,1,0.5,10,3,3,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,My on-the-job learning opportunities,My mental wellbeing
42,1987,Male,"Professional, Scientific and Technical Services",Professionals - ICT Professionals,More than 200,5,No,Couple with dependent children,4,Between 6 and 12 months,1,Metro," 60%",Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 80%"," 50% - About half of my time",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 10 %,2,8.5,4,1,0.5,9,5,2,Lack of motivation,Lack of motivation,My daily expenses,My mental wellbeing
43,1966,Female,Health Care and Social Assistance,"Community and personal service  - Health and Welfare Support ",More than 200,5,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 90%",Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,Strongly agree,5," 80%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 30 %,4,8,2,1,0,10,2,1,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",My mental wellbeing,My work-life balance
44,1976,Female,Retail Trade,Managers - Specialist Managers,Between 5 and 19,3,No,Single person,1,Between 1 and 5 years,2,Metro," 10%",Somewhat disagree,2,Strongly disagree,1,Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5," 50% - About half of my time"," 60%",Neither agree nor disagree,3,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5," 60%"," 40%",Somewhat disagree,2,Somewhat disagree,2,Strongly disagree,1,More Productive By 50 %,2,7,11,3,0,8,12,4,Difficulty collaborating remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My work-life balance,My opportunities to socialise
45,1967,Female,Other Services,Sales  - Sales Representatives and Agents,Between 5 and 19,3,No,Couple with dependent children,4,More than 5 years,3,Metro," 10%",Somewhat disagree,2,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2," 1% - 9% - Less than 10% of my time"," 90%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,1,8,5,2,0.5,8,8,2,Feeling left out and/or isolated,My organisation's software and systems,My daily expenses,My working relationships
46,1965,Male,"Professional, Scientific and Technical Services","Professionals - Legal, Social and Welfare Professionals",More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 30%",Neither agree nor disagree,3,Strongly agree,5,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 40%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 50% - About half of my time"," 30%",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 20 %,1,8,4,2,0.5,6,6,2,Lack of motivation,Management discourages remote working,My work-life balance,My job satisfaction
47,1961,Female,Health Care and Social Assistance,Professionals - Health Professionals,Between 5 and 19,3,No,Couple with no dependent children,2,More than 5 years,3,Metro," 10%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 20%",100% - I spent all of my time remote working,Somewhat agree,4,Neither agree nor disagree,3,Somewhat disagree,2,Strongly agree,5,Somewhat disagree,2,Neither agree nor disagree,3," 80%"," 80%",Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Less Productive By 10 %,0.5,6,6,2,0.5,8,4,2,Lack of motivation,Caring responsibilities,Preparing for work and commuting,My mental wellbeing
48,1964,Male,Financial and Insurance Services,Managers - Specialist Managers,Between 20 and 199,4,Yes,Single person,1,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 80%",100% - I spent all of my time remote working,Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - All of my time,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,More Productive By 30 %,1.5,8,2.5,0.5,0,9.5,2.5,0.5,Management discourages remote working,Poor management,My work-life balance,My working relationships
49,1978,Female,Retail Trade,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Neither agree nor disagree,3,Strongly disagree,1,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4," 40%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3," 40%"," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 10 %,2.5,8.5,3,2,0.5,9,4,2,Difficulty collaborating remotely,Lack of motivation,My work-life balance,Preparing for work and commuting
50,1979,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,5,Yes,Multiple family household,6,Between 6 and 12 months,1,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 40%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5," 70%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Less Productive By 30 %,3,7.5,2,0,0,10,4,2,Feeling left out and/or isolated,I have tasks that can't be done remotely,My opportunities to socialise,The number of hours  I work
51,1974,Male,Manufacturing,"Clerical and administrative  - Clerical and Office Support ",More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 30%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4," 60%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 80%"," 70%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 10 %,2,8,11,3,0,12,7,3,Lack of motivation,"IT equipment (computer, printer, etc.)",Managing my personal commitments,The number of hours  I work
52,1969,Male,Arts and Recreation Services,Professionals - Arts and Media Professionals,I am the only employee,1,No,Single person,1,More than 5 years,3,Regional," 30%",Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 30%"," 80%",Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat disagree,2,Strongly agree,5," 70%"," 60%",Strongly agree,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,0.1,6,6,3,0,7,6,3,Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My working relationships
53,1995,Female,Retail Trade,Sales  - Sales Representatives and Agents,Between 5 and 19,3,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 10%",Somewhat disagree,2,Somewhat agree,4,Strongly disagree,1,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 40%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 20%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 40 %,2,8,1,0,0.5,10,2,1,Lack of motivation,Cyber security,Managing my family responsibilities,The number of hours  I work
54,1960,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 50% - I spent about half of my time remote working",Somewhat disagree,2,Strongly agree,5,Strongly disagree,1,Strongly agree,5,Neither agree nor disagree,3,Neither agree nor disagree,3," 50% - About half of my time"," 50% - I spent about half of my time remote working",Somewhat disagree,2,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Neither agree nor disagree,3,Neither agree nor disagree,3," 50% - About half of my time"," 50% - About half of my time",Strongly disagree,1,Strongly disagree,1,Strongly agree,5,Level Of The Productivity Is The Same,0.5,3,17.5,3,0,2,18,4,Feeling left out and/or isolated,Caring responsibilities,Managing my personal commitments,The number of hours  I work
55,1985,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Single person,1,More than 5 years,3,Metro," 10%",Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Neither agree nor disagree,3,Somewhat disagree,2,Neither agree nor disagree,3," 40%"," 20%",Strongly agree,5,Somewhat disagree,2,Strongly agree,5,Strongly agree,5,Strongly disagree,1,Somewhat disagree,2," 80%"," 60%",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 50 %,1.5,10,11,1.5,0,10,10,4,My organisation's software and systems,Lack of motivation,My mental wellbeing,My working relationships
56,1962,Male,Other Services,"Technicians and trades  - Electrotechnology and Telecommunications Trades ",More than 200,5,No,Single person,1,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat disagree,2,Strongly agree,5,Somewhat agree,4," 0% - I would not have preferred to work remotely"," 0% - I would prefer not to work remotely",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,1.5,8,8,0.5,0.5,8,10,0.5,Feeling left out and/or isolated,My organisation's software and systems,Preparing for work and commuting,My working relationships
57,1964,Male,Financial and Insurance Services,Professionals - ICT Professionals,Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro," 30%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3," 50% - About half of my time"," 50% - I spent about half of my time remote working",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,Less Productive By 10 %,1,8,3,2,0,8,3,3,Caring responsibilities,Connectivity (internet connection),Managing my family responsibilities,My working relationships
58,1965,Male,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",More than 200,5,Yes,Single person,1,Between 1 and 5 years,2,Metro," 10%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4," 20%"," 10%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4," 50% - About half of my time"," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 20 %,2,8,4,0,0.3,7.5,6,0,"IT equipment (computer, printer, etc.)",Caring responsibilities,Preparing for work and commuting,The number of hours  I work
59,1988,Male,Accommodation and Food Services,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3," 50% - About half of my time"," 40%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Strongly disagree,1,Strongly disagree,1," 50% - About half of my time"," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Somewhat agree,4,More Productive By 10 %,1.5,6,5,2,0.5,6,7,3,Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",My daily expenses,My work-life balance
60,1959,Male,Financial and Insurance Services,"Professionals - Legal, Social and Welfare Professionals",Between 1 and 4,2,Yes,Couple with no dependent children,2,More than 5 years,3,Regional," 70%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - All of my time,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,More Productive By 40 %,1,8,4,5,0,9,4,5,Feeling left out and/or isolated,Connectivity (internet connection),My work-life balance,The number of hours  I work
61,1966,Female,Arts and Recreation Services,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Strongly disagree,1,Somewhat disagree,2,Somewhat disagree,2," 50% - About half of my time"," 90%",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 90%"," 90%",Strongly agree,5,Somewhat agree,4,Somewhat agree,4,More Productive By 50 %,3,9,2,1,0.5,10,3,2,My organisation's software and systems,"My living situation (e.g. location, home size, who I live with)",My work-life balance,Preparing for work and commuting
